ID,Brand,Category,Gender,Name,Image URL,Price
1,Adidas,T-Shirts,Mens,HUMAN MADE GRAPHIC TEE,http://img.adidas.com.hk/resources/2021/4/13/16183040468312653_230X230.JPG,699
2,Adidas,T-Shirts,Mens,TREFOIL GRAPHIC PACK SHORT SLEEVE TEE,http://img.adidas.com.hk/resources/2021/3/30/16171018648199424_230X230.JPG,499
3,Adidas,T-Shirts,Mens,HEAT.RDY RUNNING TEE,http://img.adidas.com.hk/resources/2021/3/30/16170916575261244_230X230.JPG,329
4,Adidas,T-Shirts,Mens,DAME AVATAR POCKET TEE,http://img.adidas.com.hk/resources/2021/3/30/16170980512672117_230X230.JPG,269
5,Adidas,T-Shirts,Mens,ADICOLOR PREMIUM TEE (GENDER NEUTRAL),http://img.adidas.com.hk/resources/2021/3/30/16170950835241498_230X230.JPG,399
6,Adidas,T-Shirts,Mens,PRIMEBLUE AEROREADY 3-STRIPES SLIM TEE,http://img.adidas.com.hk/resources/2021/3/30/16170987473112191_230X230.JPG,299
7,Adidas,T-Shirts,Mens,PRIMEBLUE AEROREADY 3-STRIPES SLIM TEE,http://img.adidas.com.hk/resources/2021/3/30/16170988022248194_230X230.JPG,299
8,Adidas,T-Shirts,Mens,THE ANSWER IS NEVER TEE (GENDER NEUTRAL),http://img.adidas.com.hk/resources/2021/3/30/16170927581947839_230X230.JPG,359
9,Adidas,T-Shirts,Mens,OWN THE RUN TEE,http://img.adidas.com.hk/resources/2021/3/30/16170915415331863_230X230.JPG,229
10,Adidas,T-Shirts,Mens,I ONLY WALK TEE (GENDER NEUTRAL),http://img.adidas.com.hk/resources/2021/3/30/16170928378035890_230X230.JPG,359
11,Adidas,T-Shirts,Mens,OWN THE RUN TEE,http://img.adidas.com.hk/resources/2021/3/30/16170915171639216_230X230.JPG,229
12,Adidas,T-Shirts,Mens,HARDEN AVATAR SCOOTER TEE,http://img.adidas.com.hk/resources/2021/3/30/16170979845559239_230X230.JPG,269
13,Adidas,T-Shirts,Mens,HEAT.RDY RUNNING TEE,http://img.adidas.com.hk/resources/2021/3/30/1617092986479823_230X230.JPG,329
14,Adidas,T-Shirts,Mens,HARDEN AVATAR POCKET TEE,http://img.adidas.com.hk/resources/2021/3/30/16170979114571095_230X230.JPG,269
15,Adidas,T-Shirts,Mens,DONOVAN MITCHELL AVATAR ROOKIE TEE,http://img.adidas.com.hk/resources/2021/3/30/1617098057732202_230X230.JPG,269
16,Adidas,T-Shirts,Mens,HEAT.RDY RUNNING TEE,http://img.adidas.com.hk/resources/2021/3/30/16170916529341189_230X230.JPG,329
17,Adidas,T-Shirts,Mens,TECHFIT 3-STRIPES FITTED TEE,http://img.adidas.com.hk/resources/2021/3/30/16170919198282404_230X230.JPG,269
18,Adidas,T-Shirts,Mens,ADICOLOR PREMIUM TEE (GENDER NEUTRAL),http://img.adidas.com.hk/resources/2021/3/30/16170951011046757_230X230.JPG,399
19,Adidas,T-Shirts,Mens,ADICOLOR CLASSICS TREFOIL TEE,http://img.adidas.com.hk/resources/2021/3/30/16170977610718018_230X230.JPG,259
20,Adidas,T-Shirts,Mens,ADICOLOR PREMIUM TEE (GENDER NEUTRAL),http://img.adidas.com.hk/resources/2021/3/30/16170951333437722_230X230.JPG,399
21,Adidas,T-Shirts,Mens,TH REF BAR TEE,http://img.adidas.com.hk/resources/2021/3/30/16170976748037940_230X230.JPG,299
22,Adidas,T-Shirts,Mens,TH REF BAR TEE,http://img.adidas.com.hk/resources/2021/3/30/1617097701011849_230X230.JPG,299
23,Adidas,T-Shirts,Mens,TREFOIL GRAPHIC PACK SHORT SLEEVE TEE,http://img.adidas.com.hk/resources/2021/3/30/16171019675038245_230X230.JPG,499
24,Adidas,T-Shirts,Mens,TREFOIL GRAPHIC PACK SHORT SLEEVE TEE,http://img.adidas.com.hk/resources/2021/3/30/16171018895437687_230X230.JPG,499
25,Adidas,T-Shirts,Mens,GREAT OUTDOOR LONG SLEEVE TEE,http://img.adidas.com.hk/resources/2021/3/30/16171002680654865_230X230.JPG,499
26,Adidas,T-Shirts,Mens,GREAT OUTDOOR SHORT SLEEVE TEE,http://img.adidas.com.hk/resources/2021/3/30/1617100216490371_230X230.JPG,459
27,Adidas,T-Shirts,Mens,TREFOIL GRAPHIC PACK SHORT SLEEVE TEE,http://img.adidas.com.hk/resources/2021/3/30/16171019412036757_230X230.JPG,499
28,Adidas,T-Shirts,Mens,3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/4/21/16189775042491712_230X230.JPG,349
29,Adidas,T-Shirts,Mens,3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/4/21/16189775725715762_230X230.JPG,349
30,Adidas,T-Shirts,Mens,3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/4/21/16189775384651863_230X230.JPG,349
31,Adidas,T-Shirts,Mens,3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/4/21/16189775697087837_230X230.JPG,349
32,Adidas,T-Shirts,Mens,3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/4/21/16189775062586050_230X230.JPG,349
33,Adidas,T-Shirts,Mens,HEAT.RDY 3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/3/30/16170985518701422_230X230.JPG,369
34,Adidas,T-Shirts,Mens,HEAT.RDY 3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/3/30/16170986252291779_230X230.JPG,369
35,Adidas,T-Shirts,Mens,HEAT.RDY 3-STRIPES TEE,http://img.adidas.com.hk/resources/2021/3/30/16171003944863676_230X230.JPG,369
36,Adidas,T-Shirts,Mens,LIL STRIPE DNA GRAPHIC JERSEY,http://img.adidas.com.hk/resources/2021/3/30/16170962148214681_230X230.JPG,269
37,Adidas,T-Shirts,Mens,LIL STRIPE DNA GRAPHIC JERSEY,http://img.adidas.com.hk/resources/2021/3/30/16170961903172423_230X230.JPG,269
38,Adidas,T-Shirts,Mens,CARTOON WORD GRAPHIC TEE,http://img.adidas.com.hk/resources/2021/3/30/16170921568361876_230X230.JPG,199
39,Adidas,T-Shirts,Mens,CARTOON WORD GRAPHIC TEE,http://img.adidas.com.hk/resources/2021/3/30/16170921008227945_230X230.JPG,199
40,Adidas,T-Shirts,Mens,CLUB TENNIS 3-STRIPES TEE,http://img.adidas.com.hk/resources/2020/12/28/16091585728469933_230X230.jpg,269
41,Adidas,T-Shirts,Mens,LINEAR LOGO TEE,http://img.adidas.com.hk/resources/2021/3/30/16171020697059420_230X230.JPG,249
42,Adidas,T-Shirts,Mens,LINEAR LOGO TEE,http://img.adidas.com.hk/resources/2021/3/30/16171020190295520_230X230.JPG,249
43,Adidas,T-Shirts,Mens,TERRA LOVE ORGANIC COTTON TEE,http://img.adidas.com.hk/resources/2021/3/30/16171006604886300_230X230.JPG,299
44,Adidas,T-Shirts,Mens,LINEAR LOGO TEE,http://img.adidas.com.hk/resources/2021/3/30/16171020641629346_230X230.JPG,249
45,Adidas,T-Shirts,Mens,TREFOIL GRAPHIC PACK SHORT SLEEVE SHIRT,http://img.adidas.com.hk/resources/2021/3/30/16171019024224924_230X230.JPG,699
46,Adidas,T-Shirts,Mens,TERRA LOVE ORGANIC COTTON TEE,http://img.adidas.com.hk/resources/2021/3/30/16171007174942755_230X230.JPG,299
