ID,Brand,Category,Gender,Name,Image URL
38,Brooks Brothers,Tops,Women,Floral-Print Silk Georgette Bow-Neck Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01075_BEIGE-MULTI
39,Brooks Brothers,Tops,Women,Non-Iron Fitted Dress Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV00758_BLACK
40,Brooks Brothers,Tops,Women,Crepe Ruffled Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00240_BLACK
41,Brooks Brothers,Tops,Women,Satin T-Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01031_WHITE
42,Brooks Brothers,Tops,Women,Pintucked Crepe Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00237_PINK
43,Brooks Brothers,Tops,Women,Bow-Neck Crepe Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00253_NAVY
44,Brooks Brothers,Tops,Women,Non-Iron Classic-Fit Stretch Supima® Cotton Dress Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01036_WHITE
45,Brooks Brothers,Tops,Women,Eyelet-Trim Oversize T-Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SN00111_WHITE
46,Brooks Brothers,Tops,Women,Non-Iron Striped Supima® Cotton Ruffle-Collar Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01023_BLUE-WHITE
47,Brooks Brothers,Tops,Women,Striped Linen Three-Quarter-Sleeve Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01063_NAVY-WHITE
48,Brooks Brothers,Tops,Women,Non-Iron Classic-Fit Striped Stretch Cotton Poplin Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01069_PINK
49,Brooks Brothers,Tops,Women,Floral-Print Cotton Poplin Ruffled Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00249_WHITE-BLUE
50,Brooks Brothers,Tops,Women,Belted Poplin Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/LV00105_WHITE
51,Brooks Brothers,Tops,Women,Classic-Fit Multi-Stripe Luxury Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01081_BEIGE
52,Brooks Brothers,Tops,Women,Striped Cotton Dobby Bow-Neck Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/LV00102_CORAL
53,Brooks Brothers,Tops,Women,Floral-Print Silk Chiffon Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01052_NAVY-MULTI
54,Brooks Brothers,Tops,Women,Gingham Irish Linen Tunic,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/WV01060_BLUE
55,Brooks Brothers,Tops,Women,Eyelet Ruffle-Trim One-Shoulder Top,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00244_WHITE
56,Brooks Brothers,Tops,Women,Flamingo-Print Stretch Cotton Pique-Knit Polo Shirt,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/LN00033_WHITE-MULTI
57,Brooks Brothers,Tops,Women,Eyelet-Trimmed Poplin Blouse,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/SV00234_WHITE
