ID,Brand,Category,Gender,Name,Image URL
80,Brooks Brothers,Suits,Men,Milano Fit Three-Button Plaid 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01045_GREY
81,Brooks Brothers,Suits,Men,Regent Fit Two-Button Grey Black 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00999_GREY
82,Brooks Brothers,Suits,Men,Regent Fit BrooksCool® Plaid Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01056_BLUE
83,Brooks Brothers,Suits,Men,Regent Fit Tic 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00829_GREY
84,Brooks Brothers,Suits,Men,Madison Fit BrooksCool® Subtle Plaid Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01078_BLUE
85,Brooks Brothers,Suits,Men,Regent Fit BrooksCool® Check Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01058_GREY
86,Brooks Brothers,Suits,Men,Milano Fit Wool Two-Button 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01059_NAVY
87,Brooks Brothers,Suits,Men,Milano Fit Sharkskin 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01038_BLUE
88,Brooks Brothers,Suits,Men,Regent Fit Glen Plaid 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01002_NAVY
89,Brooks Brothers,Suits,Men,BrooksGate™ Regent-Fit Windowpane Wool Suit Pants,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00967_MEDIUM-GREY
90,Brooks Brothers,Suits,Men,Madison Fit Stretch Flannel 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00715_CHARCOAL
91,Brooks Brothers,Suits,Men,Regent Fit Stretch Flannel 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00710_CHARCOAL
92,Brooks Brothers,Suits,Men,Regent Fit Blue Windowpane 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00917_GREY
93,Brooks Brothers,Suits,Men,Regent Fit Grey Herringbone 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00830_GREY
94,Brooks Brothers,Suits,Men,Regent Fit Blue Herringbone 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00831_NAVY
95,Brooks Brothers,Suits,Men,Regent Fit BrooksCool® Navy Plaid Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01057_NAVY
96,Brooks Brothers,Suits,Men,Regent Fit Plaid 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00928_DARK-GREY-BLUE
97,Brooks Brothers,Suits,Men,Regent Fit Pinstripe 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00893_CHARCOAL
98,Brooks Brothers,Suits,Men,Regent Fit BrooksCool® Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00736_CHARCOAL
99,Brooks Brothers,Suits,Men,Regent Fit BrooksCool® Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00857_NAVY
100,Brooks Brothers,Suits,Men,Milano Fit Stretch Wool Two-Button 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00783_BLACK
101,Brooks Brothers,Suits,Men,Milano Fit Stretch Flannel 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK00856_CHARCOAL
102,Brooks Brothers,Suits,Men,Regent Fit Wool Two-Button 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01060_NAVY
103,Brooks Brothers,Suits,Men,Milano Fit Two-Button Grey 1818 Suit,https://brooksbrothers.scene7.com/is/image/BrooksBrothers/MK01061_GREY
