,ID,Brand,Category,Gender,Name,Image URL,Price
1102,88.0,BOSS,T-Shirts,Mens,Collection-themed T-shirt in stretch-cotton jersey,https://images.hugoboss.com/is/image/boss/hbeu50453086_100_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 1,000.00Price"
1103,89.0,BOSS,T-Shirts,Mens,Regular-fit T-shirt in cotton with layered logo artwork,https://images.hugoboss.com/is/image/boss/hbeu50452841_001_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 900.00Price
1104,90.0,BOSS,T-Shirts,Mens,Slim-fit T-shirt with long sleeves in waffle cotton,https://images.hugoboss.com/is/image/boss/hbeu50401846_001_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 900.00Price
1105,91.0,BOSS,T-Shirts,Mens,Slim-fit Henley T-shirt in heather waffle cotton,https://images.hugoboss.com/is/image/boss/hbeu50401843_001_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 1,000.00Price"
1106,92.0,BOSS,T-Shirts,Mens,Pima-cotton relaxed-fit T-shirt with shark-jaw print,https://images.hugoboss.com/is/image/boss/hbeu50450923_001_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 790.00Price
1107,93.0,BOSS,T-Shirts,Mens,Regular-fit T-shirt in cotton with shark-tooth print,https://images.hugoboss.com/is/image/boss/hbeu50450896_100_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 680.00Price
1108,94.0,BOSS,T-Shirts,Mens,Crew-neck cotton T-shirt with collection-themed print,https://images.hugoboss.com/is/image/boss/hbeu50450788_001_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 1,250.00Price"
1109,95.0,BOSS,T-Shirts,Mens,Cotton regular-fit T-shirt with jacquard stripe,https://images.hugoboss.com/is/image/boss/hbeu50448850_402_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 1,150.00Price"
1110,96.0,BOSS,T-Shirts,Mens,Cotton jersey T-shirt with curved logo,https://images.hugoboss.com/is/image/boss/hbeu50412363_004_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 680.00Price
1111,97.0,BOSS,T-Shirts,Mens,Slim-fit T-shirt with long sleeves in waffle cotton,https://images.hugoboss.com/is/image/boss/hbeu50401846_404_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 900.00Price
1112,98.0,BOSS,T-Shirts,Mens,Mercerised-cotton T-shirt in camouflage-pattern jacquard,https://images.hugoboss.com/is/image/boss/hbeu50449908_489_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 1,450.00Price"
1113,99.0,BOSS,T-Shirts,Mens,Crew-neck T-shirt in structured mercerised cotton,https://images.hugoboss.com/is/image/boss/hbeu50451121_402_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 1,900.00Price"
1114,100.0,BOSS,T-Shirts,Mens,Tank top in pure-cotton jersey,https://images.hugoboss.com/is/image/boss/hbeu50460036_350_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 2,300.00Price"
1115,101.0,BOSS,T-Shirts,Mens,Crew-neck T-shirt in single-jersey cotton,https://images.hugoboss.com/is/image/boss/hbeu50389364_404_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 680.00Price
1116,102.0,BOSS,T-Shirts,Mens,Relaxed-fit T-shirt in stretch cotton with layered logo,https://images.hugoboss.com/is/image/boss/hbeu50418749_489_350?$large$=&fit=crop%2C1&align=1%2C1,HK$ 680.00Price
1117,103.0,BOSS,T-Shirts,Mens,Relaxed-fit T-shirt in cotton with reflective rear logo,https://images.hugoboss.com/is/image/boss/hbeu50448670_001_350?$large$=&fit=crop%2C1&align=1%2C1,"HK$ 1,150.00Price"
