ID,Brand,Category,Name,Price,Image URL
29,BOSS,Dresses,Printed maxi dress with wrap front,"
HK$ 3,900.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50453210_964_350?$large$=&fit=crop%2C1&align=1%2C1
30,BOSS,Dresses,Silk dress with collection print and cord belt,"
HK$ 6,200.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50447623_976_350?$large$=&fit=crop%2C1&align=1%2C1
31,BOSS,Dresses,Wide-neck shift dress with exposed centre-back zip,"
HK$ 3,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50451778_476_350?$large$=&fit=crop%2C1&align=1%2C1
32,BOSS,Dresses,V-neck shift dress with cut-out details,"
HK$ 3,700.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50451351_466_350?$large$=&fit=crop%2C1&align=1%2C1
33,BOSS,Dresses,Long-sleeved wool-blend dress with gathered neckline,"
HK$ 5,100.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50449836_224_350?$large$=&fit=crop%2C1&align=1%2C1
34,BOSS,Dresses,Layered degradé dress in Italian plissé fabric,"
HK$ 3,200.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50449037_984_350?$large$=&fit=crop%2C1&align=1%2C1
35,BOSS,Dresses,Maxi shirt dress in dot-print fabric,"
HK$ 4,300.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50457205_001_350?$large$=&fit=crop%2C1&align=1%2C1
36,BOSS,Dresses,Layered degradé dress in Italian plissé fabric,"
HK$ 3,200.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50449037_963_350?$large$=&fit=crop%2C1&align=1%2C1
37,BOSS,Dresses,Dip-dye shirt dress in cotton and silk,"
HK$ 3,400.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50449975_963_350?$large$=&fit=crop%2C1&align=1%2C1
38,BOSS,Dresses,Wide-neck knitted dress with three-quarter sleeves,"
HK$ 2,800.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50449081_118_350?$large$=&fit=crop%2C1&align=1%2C1
39,BOSS,Dresses,Short-sleeved knitted dress with striped structure,"
HK$ 3,400.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50448979_118_350?$large$=&fit=crop%2C1&align=1%2C1
40,BOSS,Dresses,Wide-leg sleeveless jumpsuit in satin-back crepe,"
HK$ 5,600.00
Price
",https://images.hugoboss.com/is/image/boss/hbeu50447615_466_350?$large$=&fit=crop%2C1&align=1%2C1
